transaction_id,source_account,destination_account,amount,timestamp,transaction_type,channel,F3924
TXN-000075,ACC-8215,ACC-8191,589.71,2026-05-02T03:25:00,CARD_PAYMENT,web,0
TXN-000076,ACC-8047,ACC-8196,9555.03,2026-05-01T22:35:00,WIRE_TRANSFER,mobile,1
TXN-000077,ACC-8145,ACC-8191,450.09,2026-05-02T04:18:00,ACH_TRANSFER,web,0
TXN-000078,ACC-8222,ACC-8203,1011.75,2026-05-02T03:10:00,BILLPAY,mobile,0
TXN-000079,ACC-8048,ACC-8093,1019.0,2026-05-02T02:25:00,BILLPAY,web,0
TXN-000080,ACC-8204,ACC-8021,391.32,2026-05-02T02:41:00,BILLPAY,mobile,0
TXN-000081,ACC-8170,ACC-8179,749.99,2026-05-02T02:40:00,BILLPAY,web,0
TXN-000082,ACC-8010,ACC-8110,899.92,2026-05-02T04:57:00,BILLPAY,mobile,0
TXN-000083,ACC-8044,ACC-8142,759.81,2026-05-02T05:27:00,P2P_PAYMENT,web,0
TXN-000084,ACC-8137,ACC-8191,544.02,2026-05-02T04:48:00,ACH_TRANSFER,web,0
TXN-000085,ACC-8167,ACC-8213,747.35,2026-05-02T05:26:00,ACH_TRANSFER,web,0
TXN-000086,ACC-8096,ACC-8104,659.43,2026-05-02T04:04:00,CARD_PAYMENT,mobile,0
TXN-000087,ACC-8073,ACC-8053,632.76,2026-05-02T04:28:00,BILLPAY,mobile,0
TXN-000088,ACC-8098,ACC-8148,327.13,2026-05-02T05:05:00,BILLPAY,mobile,0
TXN-000089,ACC-8100,ACC-8115,11075.58,2026-05-02T00:34:00,CRYPTO_EXCHANGE,mobile,1
TXN-000090,ACC-8140,ACC-8093,545.01,2026-05-02T06:13:00,P2P_PAYMENT,web,0
TXN-000091,ACC-8127,ACC-8093,702.46,2026-05-02T06:57:00,ACH_TRANSFER,branch,0
TXN-000092,ACC-8030,ACC-8148,592.29,2026-05-02T07:21:00,P2P_PAYMENT,mobile,0
TXN-000093,ACC-8124,ACC-8021,811.5,2026-05-02T05:39:00,CARD_PAYMENT,web,0
TXN-000094,ACC-8197,ACC-8132,767.11,2026-05-02T06:09:00,P2P_PAYMENT,mobile,0
TXN-000095,ACC-8015,ACC-8053,82.57,2026-05-02T08:13:00,BILLPAY,mobile,0
TXN-000096,ACC-8170,ACC-8104,219.3,2026-05-02T07:08:00,BILLPAY,branch,0
TXN-000097,ACC-8018,ACC-8238,483.32,2026-05-02T08:14:00,ACH_TRANSFER,web,0
TXN-000098,ACC-8180,ACC-8106,615.89,2026-05-02T07:11:00,BILLPAY,web,0
TXN-000099,ACC-8112,ACC-8104,891.39,2026-05-02T09:30:00,ACH_TRANSFER,web,0
TXN-000100,ACC-8048,ACC-8201,586.42,2026-05-02T08:17:00,BILLPAY,mobile,0
TXN-000101,ACC-8078,ACC-8019,712.3,2026-05-02T08:35:00,P2P_PAYMENT,mobile,0
TXN-000102,ACC-8073,ACC-8043,766.65,2026-05-02T08:11:00,BILLPAY,mobile,0
TXN-000103,ACC-8046,ACC-8213,30.39,2026-05-02T08:01:00,CARD_PAYMENT,mobile,0
TXN-000104,ACC-8201,ACC-8021,589.82,2026-05-02T09:49:00,P2P_PAYMENT,web,0
TXN-000105,ACC-8147,ACC-8132,837.92,2026-05-02T09:10:00,ACH_TRANSFER,web,0
TXN-000106,ACC-8079,ACC-8115,1209.82,2026-05-02T09:50:00,P2P_PAYMENT,branch,0
TXN-000107,ACC-8073,ACC-8140,291.55,2026-05-02T10:03:00,BILLPAY,web,0
TXN-000108,ACC-8124,ACC-8104,733.6,2026-05-02T10:38:00,BILLPAY,mobile,0
TXN-000109,ACC-8002,ACC-8106,595.3,2026-05-02T11:40:00,BILLPAY,web,0
TXN-000110,ACC-8100,ACC-8073,4434.87,2026-05-02T04:08:00,WIRE_TRANSFER,mobile,1
TXN-000111,ACC-8168,ACC-8021,569.3,2026-05-02T11:02:00,P2P_PAYMENT,branch,0
TXN-000112,ACC-8172,ACC-8149,339.8,2026-05-02T11:15:00,ACH_TRANSFER,mobile,0
TXN-000113,ACC-8175,ACC-8093,705.93,2026-05-02T10:25:00,BILLPAY,branch,0
TXN-000114,ACC-8236,ACC-8021,177.51,2026-05-02T11:43:00,BILLPAY,mobile,0
TXN-000115,ACC-8186,ACC-8021,707.66,2026-05-02T11:14:00,ACH_TRANSFER,branch,0
TXN-000116,ACC-8098,ACC-8155,464.28,2026-05-02T11:32:00,CARD_PAYMENT,web,0
TXN-000117,ACC-8221,ACC-8057,168.03,2026-05-02T12:03:00,CARD_PAYMENT,mobile,0
TXN-000118,ACC-8026,ACC-8183,764.97,2026-05-02T13:16:00,BILLPAY,web,0
TXN-000119,ACC-8177,ACC-8094,8828.28,2026-05-02T06:22:00,WIRE_TRANSFER,web,1
TXN-000119-R,ACC-8094,ACC-8177,4680.05,2026-05-02T07:27:00,P2P_PAYMENT,web,0
TXN-000120,ACC-8007,ACC-8093,1021.54,2026-05-02T12:52:00,ACH_TRANSFER,mobile,0
TXN-000121,ACC-8204,ACC-8053,526.52,2026-05-02T13:11:00,ACH_TRANSFER,web,0
TXN-000122,ACC-8095,ACC-8127,328.25,2026-05-02T14:02:00,ACH_TRANSFER,mobile,0
TXN-000123,ACC-8082,ACC-8101,1214.75,2026-05-02T14:32:00,ACH_TRANSFER,mobile,0
TXN-000124,ACC-8097,ACC-8104,155.41,2026-05-02T14:01:00,BILLPAY,mobile,0
TXN-000125,ACC-8219,ACC-8106,1107.01,2026-05-02T13:52:00,CARD_PAYMENT,mobile,0
TXN-000126,ACC-8048,ACC-8106,689.67,2026-05-02T14:21:00,P2P_PAYMENT,mobile,0
TXN-000127,ACC-8100,ACC-8213,8154.34,2026-05-02T07:58:00,CRYPTO_EXCHANGE,mobile,1
TXN-000128,ACC-8134,ACC-8078,493.64,2026-05-02T15:36:00,ACH_TRANSFER,web,0
TXN-000129,ACC-8148,ACC-8093,271.29,2026-05-02T14:43:00,P2P_PAYMENT,mobile,0
TXN-000130,ACC-8083,ACC-8021,757.65,2026-05-02T16:12:00,P2P_PAYMENT,web,0
TXN-000131,ACC-8152,ACC-8213,990.48,2026-05-02T16:07:00,BILLPAY,web,0
TXN-000132,ACC-8161,ACC-8216,505.85,2026-05-02T16:03:00,CARD_PAYMENT,mobile,0
TXN-000133,ACC-8102,ACC-8156,727.94,2026-05-02T15:57:00,ACH_TRANSFER,mobile,0
TXN-000134,ACC-8225,ACC-8148,420.92,2026-05-02T15:41:00,CARD_PAYMENT,mobile,0
TXN-000135,ACC-8236,ACC-8213,951.63,2026-05-02T15:24:00,CARD_PAYMENT,mobile,0
TXN-000136,ACC-8152,ACC-8106,366.73,2026-05-02T16:03:00,P2P_PAYMENT,mobile,0
TXN-000137,ACC-8117,ACC-8106,636.18,2026-05-02T16:01:00,P2P_PAYMENT,web,0
TXN-000138,ACC-8039,ACC-8132,299.55,2026-05-02T16:51:00,CARD_PAYMENT,web,0
TXN-000139,ACC-8132,ACC-8187,613.07,2026-05-02T17:03:00,CARD_PAYMENT,mobile,0
TXN-000140,ACC-8219,ACC-8115,1049.13,2026-05-02T17:18:00,BILLPAY,branch,0
TXN-000141,ACC-8115,ACC-8132,765.39,2026-05-02T17:04:00,CARD_PAYMENT,mobile,0
TXN-000142,ACC-8076,ACC-8033,684.27,2026-05-02T17:24:00,ACH_TRANSFER,mobile,0
TXN-000143,ACC-8036,ACC-8104,920.49,2026-05-02T18:39:00,CARD_PAYMENT,web,0
TXN-000144,ACC-8164,ACC-8021,900.63,2026-05-02T19:01:00,BILLPAY,mobile,0
TXN-000145,ACC-8215,ACC-8185,643.21,2026-05-02T20:03:00,CARD_PAYMENT,web,0
TXN-000146,ACC-8232,ACC-8144,958.09,2026-05-02T20:00:00,BILLPAY,mobile,0
TXN-000147,ACC-8131,ACC-8053,989.91,2026-05-02T19:10:00,BILLPAY,mobile,0
TXN-000148,ACC-8197,ACC-8132,140.59,2026-05-02T18:21:00,P2P_PAYMENT,mobile,0
TXN-000149,ACC-8158,ACC-8174,1124.12,2026-05-02T19:22:00,ACH_TRANSFER,branch,0
TXN-000150,ACC-8035,ACC-8127,696.78,2026-05-02T20:36:00,BILLPAY,mobile,0
TXN-000151,ACC-8190,ACC-8121,625.66,2026-05-02T19:02:00,ACH_TRANSFER,branch,0
TXN-000152,ACC-8138,ACC-8127,709.66,2026-05-02T21:34:00,CARD_PAYMENT,web,0
TXN-000153,ACC-8039,ACC-8093,431.09,2026-05-02T21:03:00,P2P_PAYMENT,mobile,0
TXN-000154,ACC-8082,ACC-8159,605.65,2026-05-02T21:17:00,CARD_PAYMENT,mobile,0
TXN-000155,ACC-8203,ACC-8021,403.39,2026-05-02T21:24:00,CARD_PAYMENT,mobile,0
TXN-000156,ACC-8180,ACC-8162,947.99,2026-05-02T22:11:00,P2P_PAYMENT,branch,0
TXN-000157,ACC-8035,ACC-8213,583.42,2026-05-02T22:31:00,CARD_PAYMENT,web,0
TXN-000158,ACC-8102,ACC-8213,727.21,2026-05-02T21:41:00,BILLPAY,web,0
TXN-000159,ACC-8112,ACC-8035,505.25,2026-05-02T21:23:00,BILLPAY,web,0
TXN-000160,ACC-8236,ACC-8148,47.34,2026-05-02T23:03:00,ACH_TRANSFER,branch,0
TXN-000161,ACC-8155,ACC-8106,979.97,2026-05-02T23:16:00,BILLPAY,web,0
TXN-000162,ACC-8227,ACC-8127,533.65,2026-05-02T23:52:00,BILLPAY,web,0
TXN-000163,ACC-8120,ACC-8132,1154.47,2026-05-02T21:51:00,P2P_PAYMENT,branch,0
TXN-000164,ACC-8237,ACC-8090,613.88,2026-05-02T23:05:00,BILLPAY,mobile,0
TXN-000165,ACC-8083,ACC-8093,441.97,2026-05-02T23:52:00,CARD_PAYMENT,branch,0
TXN-000166,ACC-8121,ACC-8213,648.7,2026-05-02T23:33:00,P2P_PAYMENT,mobile,0
TXN-000167,ACC-8079,ACC-8039,97.65,2026-05-03T01:16:00,CARD_PAYMENT,mobile,0
TXN-000168,ACC-8047,ACC-8049,8048.13,2026-05-02T15:03:00,P2P_PAYMENT,mobile,1
TXN-000169,ACC-8013,ACC-8213,718.08,2026-05-03T00:29:00,CARD_PAYMENT,branch,0
TXN-000170,ACC-8058,ACC-8093,91.59,2026-05-03T00:06:00,CARD_PAYMENT,mobile,0
TXN-000171,ACC-8075,ACC-8183,703.16,2026-05-03T02:17:00,CARD_PAYMENT,branch,0
TXN-000172,ACC-8085,ACC-8148,720.9,2026-05-03T00:42:00,ACH_TRANSFER,web,0
TXN-000173,ACC-8102,ACC-8023,406.75,2026-05-03T01:34:00,P2P_PAYMENT,mobile,0
TXN-000174,ACC-8019,ACC-8191,933.82,2026-05-03T01:55:00,P2P_PAYMENT,web,0
TXN-000175,ACC-8177,ACC-8070,4207.33,2026-05-02T15:55:00,CRYPTO_EXCHANGE,web,1
TXN-000176,ACC-8185,ACC-8191,282.44,2026-05-03T01:18:00,ACH_TRANSFER,mobile,0
TXN-000177,ACC-8203,ACC-8093,795.56,2026-05-03T03:24:00,P2P_PAYMENT,mobile,0
TXN-000178,ACC-8170,ACC-8137,370.38,2026-05-03T03:13:00,ACH_TRANSFER,web,0
TXN-000179,ACC-8059,ACC-8191,397.24,2026-05-03T01:32:00,CARD_PAYMENT,branch,0
TXN-000180,ACC-8186,ACC-8191,592.48,2026-05-03T03:58:00,P2P_PAYMENT,web,0
TXN-000181,ACC-8104,ACC-8106,765.53,2026-05-03T04:13:00,CARD_PAYMENT,web,0
TXN-000182,ACC-8228,ACC-8106,317.76,2026-05-03T04:33:00,BILLPAY,mobile,0
TXN-000183,ACC-8007,ACC-8104,888.19,2026-05-03T02:39:00,ACH_TRANSFER,web,0
TXN-000184,ACC-8111,ACC-8127,734.04,2026-05-03T03:04:00,BILLPAY,branch,0
TXN-000185,ACC-8196,ACC-8089,766.5,2026-05-03T04:45:00,P2P_PAYMENT,branch,0
TXN-000186,ACC-8081,ACC-8148,504.47,2026-05-03T03:18:00,P2P_PAYMENT,web,0
TXN-000187,ACC-8180,ACC-8198,676.69,2026-05-03T04:09:00,CARD_PAYMENT,web,0
TXN-000188,ACC-8153,ACC-8127,568.37,2026-05-03T04:41:00,ACH_TRANSFER,mobile,0
TXN-000189,ACC-8109,ACC-8213,610.27,2026-05-03T04:16:00,CARD_PAYMENT,mobile,0
TXN-000190,ACC-8221,ACC-8213,949.31,2026-05-03T05:51:00,BILLPAY,web,0
TXN-000191,ACC-8143,ACC-8093,211.4,2026-05-03T04:34:00,ACH_TRANSFER,mobile,0
TXN-000192,ACC-8162,ACC-8140,246.8,2026-05-03T06:33:00,CARD_PAYMENT,branch,0
TXN-000193,ACC-8179,ACC-8108,504.82,2026-05-03T05:45:00,BILLPAY,mobile,0
TXN-000194,ACC-8227,ACC-8053,609.27,2026-05-03T05:25:00,BILLPAY,web,0
TXN-000195,ACC-8172,ACC-8053,870.65,2026-05-03T06:20:00,ACH_TRANSFER,web,0
TXN-000196,ACC-8082,ACC-8213,640.84,2026-05-03T06:21:00,P2P_PAYMENT,mobile,0
TXN-000197,ACC-8160,ACC-8175,746.08,2026-05-03T07:52:00,BILLPAY,mobile,0
TXN-000198,ACC-8047,ACC-8209,3896.75,2026-05-02T20:49:00,WIRE_TRANSFER,web,1
TXN-000198-R,ACC-8209,ACC-8047,1750.55,2026-05-02T21:57:00,WIRE_TRANSFER,branch,0
TXN-000199,ACC-8219,ACC-8148,812.52,2026-05-03T08:04:00,BILLPAY,branch,0
TXN-000200,ACC-8139,ACC-8093,638.7,2026-05-03T07:17:00,CARD_PAYMENT,branch,0
TXN-000201,ACC-8124,ACC-8095,775.85,2026-05-03T07:44:00,BILLPAY,branch,0
TXN-000202,ACC-8230,ACC-8093,865.59,2026-05-03T09:10:00,ACH_TRANSFER,mobile,0
TXN-000203,ACC-8205,ACC-8127,668.54,2026-05-03T08:01:00,ACH_TRANSFER,mobile,0
TXN-000204,ACC-8096,ACC-8219,372.42,2026-05-03T09:58:00,ACH_TRANSFER,web,0
TXN-000205,ACC-8239,ACC-8183,1324.64,2026-05-03T08:49:00,BILLPAY,mobile,0
TXN-000206,ACC-8145,ACC-8093,673.14,2026-05-03T09:23:00,P2P_PAYMENT,mobile,0
TXN-000207,ACC-8068,ACC-8052,957.03,2026-05-03T08:30:00,BILLPAY,mobile,0
TXN-000208,ACC-8009,ACC-8080,1044.64,2026-05-03T08:40:00,CARD_PAYMENT,web,0
TXN-000209,ACC-8145,ACC-8104,194.02,2026-05-03T09:02:00,P2P_PAYMENT,mobile,0
TXN-000210,ACC-8006,ACC-8213,475.76,2026-05-03T11:22:00,P2P_PAYMENT,mobile,0
TXN-000211,ACC-8225,ACC-8033,657.34,2026-05-03T11:21:00,P2P_PAYMENT,web,0
TXN-000212,ACC-8108,ACC-8026,822.91,2026-05-03T10:21:00,CARD_PAYMENT,web,0
TXN-000213,ACC-8058,ACC-8120,690.5,2026-05-03T12:06:00,CARD_PAYMENT,branch,0
TXN-000214,ACC-8007,ACC-8127,778.48,2026-05-03T12:18:00,CARD_PAYMENT,mobile,0
TXN-000215,ACC-8071,ACC-8213,807.54,2026-05-03T11:43:00,P2P_PAYMENT,mobile,0
TXN-000216,ACC-8077,ACC-8188,417.51,2026-05-03T11:16:00,ACH_TRANSFER,mobile,0
TXN-000217,ACC-8056,ACC-8179,317.37,2026-05-03T12:46:00,CARD_PAYMENT,mobile,0
TXN-000218,ACC-8136,ACC-8021,538.84,2026-05-03T12:03:00,P2P_PAYMENT,mobile,0
TXN-000219,ACC-8122,ACC-8132,430.05,2026-05-03T12:55:00,ACH_TRANSFER,mobile,0
TXN-000220,ACC-8081,ACC-8156,612.44,2026-05-03T11:29:00,CARD_PAYMENT,web,0
TXN-000221,ACC-8064,ACC-8021,447.96,2026-05-03T11:34:00,CARD_PAYMENT,mobile,0
TXN-000222,ACC-8130,ACC-8053,650.42,2026-05-03T12:54:00,CARD_PAYMENT,web,0
TXN-000223,ACC-8171,ACC-8213,79.57,2026-05-03T12:21:00,BILLPAY,web,0
TXN-000224,ACC-8230,ACC-8104,532.41,2026-05-03T12:30:00,CARD_PAYMENT,web,0
TXN-000225,ACC-8014,ACC-8095,716.34,2026-05-03T14:00:00,ACH_TRANSFER,web,0
TXN-000226,ACC-8220,ACC-8094,1052.43,2026-05-03T14:49:00,ACH_TRANSFER,mobile,0
TXN-000227,ACC-8148,ACC-8052,568.71,2026-05-03T14:41:00,P2P_PAYMENT,web,0
TXN-000228,ACC-8179,ACC-8132,1144.49,2026-05-03T13:02:00,P2P_PAYMENT,mobile,0
TXN-000229,ACC-8223,ACC-8093,607.27,2026-05-03T14:18:00,P2P_PAYMENT,web,0
TXN-000230,ACC-8024,ACC-8021,681.62,2026-05-03T14:09:00,ACH_TRANSFER,web,0
TXN-000231,ACC-8038,ACC-8106,415.94,2026-05-03T13:50:00,ACH_TRANSFER,mobile,0
TXN-000232,ACC-8002,ACC-8050,742.3,2026-05-03T14:21:00,ACH_TRANSFER,branch,0
TXN-000233,ACC-8022,ACC-8113,10819.53,2026-05-03T02:50:00,P2P_PAYMENT,mobile,1
TXN-000234,ACC-8051,ACC-8006,343.68,2026-05-03T14:38:00,CARD_PAYMENT,mobile,0
TXN-000235,ACC-8101,ACC-8125,7933.77,2026-05-03T03:03:00,P2P_PAYMENT,mobile,1
TXN-000235-R,ACC-8125,ACC-8101,3769.17,2026-05-03T04:27:00,WIRE_TRANSFER,branch,1
TXN-000236,ACC-8146,ACC-8021,440.2,2026-05-03T16:50:00,ACH_TRANSFER,mobile,0
TXN-000237,ACC-8025,ACC-8213,305.3,2026-05-03T17:38:00,BILLPAY,web,0
TXN-000238,ACC-8181,ACC-8166,859.12,2026-05-03T15:51:00,BILLPAY,mobile,0
TXN-000239,ACC-8096,ACC-8213,796.67,2026-05-03T17:59:00,ACH_TRANSFER,web,0
TXN-000240,ACC-8040,ACC-8078,664.22,2026-05-03T17:53:00,P2P_PAYMENT,mobile,0
TXN-000241,ACC-8140,ACC-8093,813.09,2026-05-03T18:07:00,P2P_PAYMENT,mobile,0
TXN-000242,ACC-8207,ACC-8127,491.33,2026-05-03T18:22:00,P2P_PAYMENT,web,0
TXN-000243,ACC-8151,ACC-8192,591.96,2026-05-03T17:11:00,ACH_TRANSFER,mobile,0
TXN-000244,ACC-8108,ACC-8106,724.55,2026-05-03T17:41:00,P2P_PAYMENT,web,0
TXN-000245,ACC-8076,ACC-8132,1127.1,2026-05-03T18:16:00,P2P_PAYMENT,mobile,0
TXN-000246,ACC-8173,ACC-8021,514.8,2026-05-03T18:35:00,CARD_PAYMENT,web,0
TXN-000247,ACC-8061,ACC-8232,822.07,2026-05-03T20:02:00,ACH_TRANSFER,web,0
TXN-000248,ACC-8012,ACC-8203,744.45,2026-05-03T20:14:00,P2P_PAYMENT,web,0
TXN-000249,ACC-8001,ACC-8148,741.84,2026-05-03T18:45:00,BILLPAY,mobile,0
TXN-000250,ACC-8178,ACC-8057,862.83,2026-05-03T19:36:00,P2P_PAYMENT,mobile,0
TXN-000251,ACC-8188,ACC-8021,1200.98,2026-05-03T18:29:00,ACH_TRANSFER,web,0
TXN-000252,ACC-8064,ACC-8213,43.82,2026-05-03T19:12:00,ACH_TRANSFER,web,0
TXN-000253,ACC-8231,ACC-8190,315.91,2026-05-03T21:21:00,ACH_TRANSFER,web,0
TXN-000254,ACC-8210,ACC-8104,812.0,2026-05-03T19:41:00,CARD_PAYMENT,web,0
TXN-000255,ACC-8135,ACC-8175,985.21,2026-05-03T19:36:00,BILLPAY,mobile,0
